CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13722.0,132,85,2375.41,2,4,5,245,Loyal Customers
13723.0,188,6,199.85000000000002,2,1,1,211,Lost Customers
13725.0,50,104,1980.56,3,4,4,344,Loyal Customers
13726.0,101,42,1079.6599999999999,2,3,4,234,At Risk
13727.0,29,20,333.48,4,2,2,422,Lost Customers
13728.0,108,63,1016.14,2,4,4,244,Loyal Customers
13730.0,136,43,752.6,2,3,3,233,At Risk
13731.0,159,38,610.59,2,3,3,233,At Risk
13732.0,29,33,491.86,4,3,3,433,Potential Loyalists
13735.0,25,196,2885.2400000000002,4,5,5,455,Loyal Customers
13736.0,242,191,731.9,1,5,3,153,At Risk
13737.0,201,30,339.59999999999997,1,3,2,132,At Risk
13739.0,19,3,216.9,4,1,1,411,Lost Customers
13740.0,241,23,350.75,1,2,2,122,Lost Customers
13741.0,72,34,668.4300000000001,3,3,3,333,Potential Loyalists
13742.0,17,321,3131.02,5,5,5,555,Champions
13743.0,1,41,1341.6,5,3,4,534,Potential Loyalists
13744.0,215,72,1156.36,1,4,4,144,Loyal Customers
13745.0,163,25,300.04,2,2,2,222,Lost Customers
13747.0,697,1,79.6,1,1,1,111,Lost Customers
13748.0,159,28,948.25,2,2,4,224,Lost Customers
13750.0,54,24,1647.26,3,2,4,324,Lost Customers
13751.0,289,9,296.25,1,1,2,112,Lost Customers
13752.0,96,76,1186.28,2,4,4,244,Loyal Customers
13753.0,288,35,741.26,1,3,3,133,At Risk
13754.0,33,12,282.59999999999997,4,1,2,412,Lost Customers
13755.0,10,342,2161.35,5,5,5,555,Champions
13756.0,23,142,5189.52,4,5,5,455,Loyal Customers
13758.0,12,117,3190.55,5,4,5,545,Loyal Customers
13759.0,72,25,659.4100000000001,3,2,3,323,Lost Customers
13760.0,55,57,286.79,3,3,2,332,Potential Loyalists
13761.0,51,70,1070.65,3,4,4,344,Loyal Customers
13762.0,219,7,306.72,1,1,2,112,Lost Customers
13763.0,153,15,1714.96,2,2,4,224,Lost Customers
13764.0,71,208,1521.76,3,5,4,354,Loyal Customers
13767.0,26,368,17220.36,4,5,5,455,Loyal Customers
13769.0,93,135,2796.51,2,5,5,255,Loyal Customers
13771.0,183,119,2634.45,2,4,5,245,Loyal Customers
13772.0,182,177,1132.13,2,5,4,254,Loyal Customers
13774.0,82,22,345.0,3,2,2,322,Lost Customers
13777.0,25,197,25977.16,4,5,5,455,Loyal Customers
13778.0,104,9,178.7,2,1,1,211,Lost Customers
13780.0,171,57,360.01,2,3,2,232,At Risk
13781.0,281,17,127.84,1,2,1,121,Lost Customers
13782.0,13,115,912.0,5,4,3,543,Potential Loyalists
13784.0,10,31,2462.79,5,3,5,535,Potential Loyalists
13786.0,516,7,230.39999999999998,1,1,1,111,Lost Customers
13787.0,76,31,309.04,3,3,2,332,Potential Loyalists
13790.0,212,45,348.8,1,3,2,132,At Risk
13791.0,169,11,1516.0,2,1,4,214,Lost Customers
13792.0,244,13,195.55,1,1,1,111,Lost Customers
13798.0,1,349,37153.85,5,5,5,555,Champions
13799.0,117,39,688.86,2,3,3,233,At Risk
13800.0,283,33,558.32,1,3,3,133,At Risk
13801.0,244,23,324.8,1,2,2,122,Lost Customers
13802.0,139,60,4599.42,2,4,5,245,Loyal Customers
13803.0,256,17,277.07,1,2,2,122,Lost Customers
13804.0,79,137,2635.79,3,5,5,355,Loyal Customers
13805.0,53,13,924.6,3,1,3,313,Lost Customers
13806.0,153,10,256.38,2,1,2,212,Lost Customers
13807.0,516,7,112.6,1,1,1,111,Lost Customers
13808.0,47,76,1747.66,3,4,4,344,Loyal Customers
13809.0,161,12,155.05,2,1,1,211,Lost Customers
13810.0,29,35,1499.01,4,3,4,434,Potential Loyalists
13811.0,95,13,814.5,2,1,3,213,Lost Customers
13812.0,43,36,539.0,4,3,3,433,Potential Loyalists
13813.0,31,69,1366.8600000000001,4,4,4,444,Loyal Customers
13814.0,123,57,1579.12,2,3,4,234,At Risk
13815.0,23,176,4027.36,4,5,5,455,Loyal Customers
13816.0,24,28,571.6700000000001,4,2,3,423,Lost Customers
13817.0,59,24,382.98,3,2,2,322,Lost Customers
13819.0,38,36,1140.35,4,3,4,434,Potential Loyalists
13821.0,145,59,385.64,2,4,2,242,At Risk
13822.0,41,96,632.0,4,4,3,443,Potential Loyalists
13823.0,19,40,957.66,4,3,4,434,Potential Loyalists
13824.0,6,46,1698.94,5,3,4,534,Potential Loyalists
13826.0,177,10,189.5,2,1,1,211,Lost Customers
13827.0,58,93,412.05,3,4,2,342,Potential Loyalists
13828.0,23,15,209.49,4,2,1,421,Lost Customers
13831.0,17,74,2202.99,5,4,5,545,Loyal Customers
13832.0,20,3,52.199999999999996,4,1,1,411,Lost Customers
13833.0,278,29,384.8,1,2,2,122,Lost Customers
13835.0,26,55,834.57,4,3,3,433,Potential Loyalists
13837.0,5,19,271.24,5,2,2,522,Lost Customers
13838.0,118,174,691.73,2,5,3,253,At Risk
13841.0,340,1,85.0,1,1,1,111,Lost Customers
13842.0,0,206,3385.62,5,5,5,555,Champions
13844.0,12,20,361.62,5,2,2,522,Lost Customers
13845.0,183,9,312.98,2,1,2,212,Lost Customers
13846.0,25,55,865.0600000000001,4,3,3,433,Potential Loyalists
13848.0,123,5,1255.0,2,1,4,214,Lost Customers
13849.0,52,101,1537.95,3,4,4,344,Loyal Customers
13850.0,305,93,1595.48,1,4,4,144,Loyal Customers
13851.0,215,81,2651.46,1,4,5,145,Loyal Customers
13853.0,58,23,1090.14,3,2,4,324,Lost Customers
13854.0,1,110,8109.5199999999995,5,4,5,545,Loyal Customers
13856.0,95,14,388.5,2,2,2,222,Lost Customers
13858.0,58,11,216.17,3,1,1,311,Lost Customers
13859.0,327,28,201.16,1,2,1,121,Lost Customers
13860.0,15,76,1245.9,5,4,4,544,Loyal Customers
13862.0,19,139,2209.36,4,5,5,455,Loyal Customers
13863.0,189,20,305.78,1,2,2,122,Lost Customers
13865.0,0,30,501.56,5,3,3,533,Potential Loyalists
13866.0,75,7,145.67000000000002,3,1,1,311,Lost Customers
13867.0,75,61,1015.29,3,4,4,344,Loyal Customers
13868.0,301,33,3192.54,1,3,5,135,At Risk
13869.0,124,307,3104.95,2,5,5,255,Loyal Customers
13870.0,41,115,2770.94,4,4,5,445,Loyal Customers
13871.0,23,336,6403.25,4,5,5,455,Loyal Customers
13873.0,2,23,389.6,5,2,2,522,Lost Customers
13874.0,358,18,540.45,1,2,3,123,Lost Customers
13875.0,38,104,1786.79,4,4,4,444,Loyal Customers
13876.0,153,7,122.7,2,1,1,211,Lost Customers
13877.0,87,3,117.24,3,1,1,311,Lost Customers
13878.0,55,36,1281.53,3,3,4,334,Potential Loyalists
13880.0,22,165,3219.77,4,5,5,455,Loyal Customers
13881.0,12,178,17159.52,5,5,5,555,Champions
13882.0,12,65,1191.13,5,4,4,544,Loyal Customers
13883.0,11,142,2674.48,5,5,5,555,Champions
13884.0,31,59,787.6,4,4,3,443,Potential Loyalists
13885.0,201,28,506.8,1,2,3,123,Lost Customers
13886.0,72,16,243.56,3,2,1,321,Lost Customers
13887.0,204,19,349.55,1,2,2,122,Lost Customers
13888.0,2,40,605.63,5,3,3,533,Potential Loyalists
13889.0,123,15,416.90000000000003,2,2,2,222,Lost Customers
13890.0,23,110,1883.8100000000002,4,4,4,444,Loyal Customers
13892.0,27,27,632.97,4,2,3,423,Lost Customers
13893.0,298,21,821.1,1,2,3,123,Lost Customers
13894.0,24,27,564.62,4,2,3,423,Lost Customers
13895.0,29,118,2593.07,4,4,5,445,Loyal Customers
13897.0,51,17,311.16,3,2,2,322,Lost Customers
13898.0,326,12,155.93,1,1,1,111,Lost Customers
13899.0,17,19,388.52,5,2,2,522,Lost Customers
13900.0,94,43,740.95,2,3,3,233,At Risk
13901.0,73,149,2867.2,3,5,5,355,Loyal Customers
13904.0,295,26,332.64,1,2,2,122,Lost Customers
13908.0,80,122,2369.55,3,5,5,355,Loyal Customers
13911.0,58,148,2580.91,3,5,5,355,Loyal Customers
13914.0,12,33,626.45,5,3,3,533,Potential Loyalists
13917.0,50,18,272.04,3,2,2,322,Lost Customers
13918.0,50,30,1212.8400000000001,3,3,4,334,Potential Loyalists
13919.0,30,28,384.81,4,2,2,422,Lost Customers
13922.0,352,7,172.25,1,1,1,111,Lost Customers
13923.0,54,20,351.13,3,2,2,322,Lost Customers
13924.0,18,117,1838.8500000000001,5,4,4,544,Loyal Customers
13925.0,63,41,678.25,3,3,3,333,Potential Loyalists
13926.0,24,11,223.85000000000002,4,1,1,411,Lost Customers
13927.0,75,21,348.99,3,2,2,322,Lost Customers
13928.0,11,27,464.57,5,2,2,522,Lost Customers
13929.0,170,9,842.65,2,1,3,213,Lost Customers
13930.0,58,17,337.34,3,2,2,322,Lost Customers
13931.0,215,58,1237.53,1,3,4,134,At Risk
13932.0,295,16,307.4,1,2,2,122,Lost Customers
13933.0,110,23,608.7900000000001,2,2,3,223,Lost Customers
13934.0,264,31,922.1,1,3,3,133,At Risk
13936.0,180,26,376.58,2,2,2,222,Lost Customers
13937.0,170,9,158.85,2,1,1,211,Lost Customers
13938.0,243,7,71.66,1,1,1,111,Lost Customers
13939.0,24,45,568.55,4,3,3,433,Potential Loyalists
13940.0,18,49,839.14,5,3,3,533,Potential Loyalists
13941.0,22,45,5112.96,4,3,5,435,Potential Loyalists
13946.0,80,11,561.5699999999999,3,1,3,313,Lost Customers
13947.0,214,5,90.6,1,1,1,111,Lost Customers
13948.0,361,3,102.0,1,1,1,111,Lost Customers
13949.0,25,160,2427.32,4,5,5,455,Loyal Customers
13950.0,12,35,745.06,5,3,3,533,Potential Loyalists
13951.0,177,39,674.45,2,3,3,233,At Risk
13952.0,188,137,3251.071,2,5,5,255,Loyal Customers
13953.0,53,20,3515.68,3,2,5,325,Lost Customers
13954.0,71,25,439.92,3,2,2,322,Lost Customers
13955.0,125,33,322.96,2,3,2,232,At Risk
13956.0,55,152,1026.42,3,5,4,354,Loyal Customers
13959.0,80,92,598.2,3,4,3,343,Potential Loyalists
13960.0,22,12,230.22,4,1,1,411,Lost Customers
13962.0,22,11,169.55,4,1,1,411,Lost Customers
13963.0,252,35,664.54,1,3,3,133,At Risk
13967.0,146,2,80.7,2,1,1,211,Lost Customers
13969.0,17,626,9053.94,5,5,5,555,Champions
13971.0,19,149,2758.26,4,5,5,455,Loyal Customers
13972.0,71,15,190.25,3,2,1,321,Lost Customers
13973.0,288,11,264.7,1,1,2,112,Lost Customers
13974.0,50,28,413.59000000000003,3,2,2,322,Lost Customers
13975.0,121,338,2526.28,2,5,5,255,Loyal Customers
13976.0,207,10,357.98,1,1,2,112,Lost Customers
13978.0,15,15,196.79000000000002,5,2,1,521,Lost Customers
13979.0,74,54,869.87,3,3,3,333,Potential Loyalists
13980.0,61,11,200.14,3,1,1,311,Lost Customers
13982.0,40,111,1871.81,4,4,4,444,Loyal Customers
13983.0,0,107,2603.43,5,4,5,545,Loyal Customers
13984.0,27,16,920.51,4,2,3,423,Lost Customers
13985.0,0,349,7060.13,5,5,5,555,Champions
13986.0,18,13,320.46,5,1,2,512,Lost Customers
13988.0,20,234,4147.96,4,5,5,455,Loyal Customers
13989.0,214,41,1266.08,1,3,4,134,At Risk
13990.0,66,16,311.3,3,2,2,322,Lost Customers
13991.0,13,84,855.97,5,4,3,543,Potential Loyalists
13992.0,90,5,76.8,2,1,1,211,Lost Customers
13993.0,31,121,3466.36,4,4,5,445,Loyal Customers
13994.0,40,155,2313.14,4,5,5,455,Loyal Customers
13995.0,16,86,1393.69,5,4,4,544,Loyal Customers
13999.0,11,208,3901.81,5,5,5,555,Champions
14000.0,5,15,635.66,5,2,3,523,Lost Customers
14001.0,46,39,2043.0800000000002,3,3,4,334,Potential Loyalists
14002.0,135,47,529.73,2,3,3,233,At Risk
14004.0,44,171,4582.64,3,5,5,355,Loyal Customers
14005.0,10,84,2874.72,5,4,5,545,Loyal Customers
14006.0,6,30,962.19,5,3,4,534,Potential Loyalists
14009.0,199,42,695.61,1,3,3,133,At Risk
14012.0,160,11,328.8,2,1,2,212,Lost Customers
14013.0,98,34,473.02,2,3,2,232,At Risk
14014.0,78,39,505.18,3,3,3,333,Potential Loyalists
14015.0,53,20,917.34,3,2,3,323,Lost Customers
14016.0,208,161,4341.21,1,5,5,155,Loyal Customers
14019.0,47,66,1421.61,3,4,4,344,Loyal Customers
14020.0,1,39,642.8,5,3,3,533,Potential Loyalists
14021.0,5,22,631.9,5,2,3,523,Lost Customers
14022.0,226,28,440.0,1,2,2,122,Lost Customers
14023.0,281,31,584.07,1,3,3,133,At Risk
14024.0,63,16,327.7,3,2,2,322,Lost Customers
14027.0,61,6,104.82,3,1,1,311,Lost Customers
14029.0,145,15,467.66,2,2,2,222,Lost Customers
14030.0,19,243,2360.09,4,5,5,455,Loyal Customers
14031.0,22,250,17286.86,4,5,5,455,Loyal Customers
14032.0,6,143,2975.59,5,5,5,555,Champions
14034.0,23,89,651.8199999999999,4,4,3,443,Potential Loyalists
14035.0,29,66,1428.02,4,4,4,444,Loyal Customers
14036.0,285,38,626.65,1,3,3,133,At Risk
14037.0,177,28,147.20000000000002,2,2,1,221,Lost Customers
14038.0,79,92,1560.38,3,4,4,344,Loyal Customers
14039.0,182,6,152.2,2,1,1,211,Lost Customers
14040.0,9,235,3614.92,5,5,5,555,Champions
14041.0,267,21,141.41,1,2,1,121,Lost Customers
14044.0,27,209,652.82,4,5,3,453,Potential Loyalists
14045.0,110,6,1659.75,2,1,4,214,Lost Customers
14046.0,285,14,154.99,1,2,1,121,Lost Customers
14047.0,74,32,1308.6100000000001,3,3,4,334,Potential Loyalists
14048.0,161,85,409.93,2,4,2,242,At Risk
14049.0,17,488,5681.72,5,5,5,555,Champions
14050.0,107,54,746.36,2,3,3,233,At Risk
14051.0,18,210,15610.390000000001,5,5,5,555,Champions
14052.0,20,56,225.36,4,3,1,431,Potential Loyalists
14053.0,155,4,260.25,2,1,2,212,Lost Customers
14054.0,214,6,92.46,1,1,1,111,Lost Customers
14055.0,107,10,725.6400000000001,2,1,3,213,Lost Customers
14056.0,16,1106,8214.65,5,5,5,555,Champions
14057.0,24,284,6217.96,4,5,5,455,Loyal Customers
14059.0,267,8,183.6,1,1,1,111,Lost Customers
14060.0,23,202,6140.42,4,5,5,455,Loyal Customers
14062.0,10,111,10464.85,5,4,5,545,Loyal Customers
14064.0,5,80,1353.74,5,4,4,544,Loyal Customers
14066.0,267,7,152.55,1,1,1,111,Lost Customers
14067.0,153,52,374.7,2,3,2,232,At Risk
14068.0,321,24,265.85,1,2,2,122,Lost Customers
14071.0,20,324,1438.82,4,5,4,454,Loyal Customers
14073.0,152,13,151.04,2,1,1,211,Lost Customers
14075.0,20,43,942.26,4,3,3,433,Potential Loyalists
14076.0,305,46,122.47,1,3,1,131,At Risk
14077.0,41,42,499.41999999999996,4,3,3,433,Potential Loyalists
14078.0,66,65,1049.37,3,4,4,344,Loyal Customers
14079.0,155,12,375.1,2,1,2,212,Lost Customers
14080.0,152,4,45.599999999999994,2,1,1,211,Lost Customers
14081.0,69,153,934.52,3,5,3,353,Potential Loyalists
14082.0,424,29,182.25,1,2,1,121,Lost Customers
14083.0,37,181,1018.43,4,5,4,454,Loyal Customers
14085.0,10,450,4448.54,5,5,5,555,Champions
14087.0,151,69,194.42,2,4,1,241,At Risk
14088.0,11,589,50491.81,5,5,5,555,Champions
14089.0,57,14,161.0,3,2,1,321,Lost Customers
14090.0,325,1,76.32000000000001,1,1,1,111,Lost Customers
14092.0,24,214,4076.91,4,5,5,455,Loyal Customers
14093.0,13,105,442.85,5,4,2,542,Potential Loyalists
14096.0,12,5111,65164.79,5,5,5,555,Champions
14098.0,274,21,147.35,1,2,1,121,Lost Customers
14099.0,17,250,3104.17,5,5,5,555,Champions
14100.0,138,26,194.9,2,2,1,221,Lost Customers
14101.0,74,35,5976.79,3,3,5,335,Potential Loyalists
14102.0,12,79,1360.28,5,4,4,544,Loyal Customers
14104.0,125,21,216.20999999999998,2,2,1,221,Lost Customers
14105.0,239,74,1266.23,1,4,4,144,Loyal Customers
14107.0,52,123,2703.23,3,5,5,355,Loyal Customers
14108.0,90,34,597.91,2,3,3,233,At Risk
14109.0,73,9,144.2,3,1,1,311,Lost Customers
14110.0,1,155,5683.15,5,5,5,555,Champions
14111.0,6,10,692.85,5,1,3,513,Lost Customers
14112.0,23,160,2915.15,4,5,5,455,Loyal Customers
14113.0,23,34,1840.42,4,3,4,434,Potential Loyalists
14114.0,37,15,386.53,4,2,2,422,Lost Customers
14116.0,20,72,1382.74,4,4,4,444,Loyal Customers
14117.0,144,3,90.0,2,1,1,211,Lost Customers
14121.0,11,159,2780.15,5,5,5,555,Champions
14124.0,85,5,419.58000000000004,3,1,2,312,Lost Customers
14125.0,11,167,2740.43,5,5,5,555,Champions
14126.0,11,15,706.1300000000001,5,2,3,523,Lost Customers
14127.0,93,44,709.71,2,3,3,233,At Risk
14128.0,61,46,637.5,3,3,3,333,Potential Loyalists
14129.0,18,52,1123.8600000000001,5,3,4,534,Potential Loyalists
14130.0,320,67,483.86,1,4,2,142,At Risk
14132.0,3,200,3586.0299999999997,5,5,5,555,Champions
14133.0,305,28,605.64,1,2,3,123,Lost Customers
14135.0,39,134,4690.31,4,5,5,455,Loyal Customers
14138.0,120,47,982.3800000000001,2,3,4,234,At Risk
14139.0,47,26,415.82,3,2,2,322,Lost Customers
14140.0,121,66,935.05,2,4,3,243,At Risk
14141.0,30,40,915.13,4,3,3,433,Potential Loyalists
14142.0,697,22,311.81,1,2,2,122,Lost Customers
14143.0,134,7,115.8,2,1,1,211,Lost Customers
14145.0,47,11,3742.2,3,1,5,315,Lost Customers
14146.0,82,210,4191.0,3,5,5,355,Loyal Customers
14147.0,78,5,483.4,3,1,2,312,Lost Customers
14148.0,234,3,157.2,1,1,1,111,Lost Customers
14149.0,280,28,446.62,1,2,2,122,Lost Customers
14150.0,243,26,658.64,1,2,3,123,Lost Customers
14152.0,76,49,621.29,3,3,3,333,Potential Loyalists
14154.0,240,52,1345.62,1,3,4,134,At Risk
14155.0,267,6,118.75,1,1,1,111,Lost Customers
14156.0,0,1400,117379.63,5,5,5,555,Champions
14157.0,20,48,432.88,4,3,2,432,Potential Loyalists
14158.0,41,41,507.66,4,3,3,433,Potential Loyalists
14159.0,20,1204,4693.01,4,5,5,455,Loyal Customers
14161.0,127,108,1110.52,2,4,4,244,Loyal Customers
14162.0,174,25,289.36,2,2,2,222,Lost Customers
14163.0,64,52,2445.91,3,3,5,335,Potential Loyalists
14164.0,71,29,1631.77,3,2,4,324,Lost Customers
14165.0,98,25,122.53999999999999,2,2,1,221,Lost Customers
14167.0,9,52,574.84,5,3,3,533,Potential Loyalists
14171.0,304,58,363.79,1,3,2,132,At Risk
14173.0,11,29,450.84,5,2,2,522,Lost Customers
14174.0,182,26,134.46,2,2,1,221,Lost Customers
14175.0,30,149,3222.3,4,5,5,455,Loyal Customers
14176.0,298,31,576.9000000000001,1,3,3,133,At Risk
14177.0,87,42,559.41,3,3,3,333,Potential Loyalists
14178.0,29,327,1620.93,4,5,4,454,Loyal Customers
14179.0,41,165,719.78,4,5,3,453,Potential Loyalists
14180.0,11,240,4748.52,5,5,5,555,Champions
14184.0,244,24,452.89,1,2,2,122,Lost Customers
14185.0,9,3,197.65,5,1,1,511,Lost Customers
14188.0,72,65,2054.36,3,4,4,344,Loyal Customers
14189.0,17,265,4654.08,5,5,5,555,Champions
14191.0,10,259,4684.76,5,5,5,555,Champions
14193.0,270,42,853.39,1,3,3,133,At Risk
14194.0,19,579,11349.52,4,5,5,455,Loyal Customers
14195.0,202,7,1012.0,1,1,4,114,Lost Customers
14196.0,107,6,335.52,2,1,2,212,Lost Customers
14198.0,19,39,701.4,4,3,3,433,Potential Loyalists
14199.0,219,2,185.39999999999998,1,1,1,111,Lost Customers
14201.0,61,37,747.44,3,3,3,333,Potential Loyalists
14204.0,151,44,161.03,2,3,1,231,At Risk
14205.0,17,24,466.7,5,2,2,522,Lost Customers
14206.0,240,20,328.15999999999997,1,2,2,122,Lost Customers
14208.0,184,10,151.74,2,1,1,211,Lost Customers
14209.0,11,87,2073.43,5,4,5,545,Loyal Customers
14210.0,106,102,1905.8400000000001,2,4,4,244,Loyal Customers
14211.0,54,112,2241.1,3,4,5,345,Loyal Customers
14212.0,31,9,1070.48,4,1,4,414,Lost Customers
14214.0,51,67,1004.38,3,4,4,344,Loyal Customers
14215.0,12,108,1789.72,5,4,4,544,Loyal Customers
14216.0,17,59,1839.3,5,4,4,544,Loyal Customers
14217.0,12,100,2004.98,5,4,4,544,Loyal Customers
14218.0,43,12,169.48000000000002,4,1,1,411,Lost Customers
14219.0,212,7,89.94,1,1,1,111,Lost Customers
14220.0,189,21,632.4,1,2,3,123,Lost Customers
14221.0,43,193,3432.8,4,5,5,455,Loyal Customers
14222.0,178,41,683.17,2,3,3,233,At Risk
14223.0,123,60,991.13,2,4,4,244,Loyal Customers
14224.0,111,118,1050.12,2,4,4,244,Loyal Customers
14226.0,29,67,2232.19,4,4,5,445,Loyal Customers
14227.0,27,175,3350.96,4,5,5,455,Loyal Customers
14229.0,52,40,1547.2,3,3,4,334,Potential Loyalists
14231.0,95,50,925.71,2,3,3,233,At Risk
14232.0,43,115,2048.07,4,4,4,444,Loyal Customers
14233.0,5,35,1462.72,5,3,4,534,Potential Loyalists
14234.0,22,159,775.46,4,5,3,453,Potential Loyalists
14235.0,76,79,3144.86,3,4,5,345,Loyal Customers
14236.0,81,15,490.86,3,2,3,323,Lost Customers
14237.0,697,9,161.0,1,1,1,111,Lost Customers
14238.0,327,8,146.85,1,1,1,111,Lost Customers
14239.0,44,112,2380.85,3,4,5,345,Loyal Customers
14240.0,90,42,890.34,2,3,3,233,At Risk
14241.0,95,10,213.70000000000002,2,1,1,211,Lost Customers
14242.0,235,16,280.55,1,2,2,122,Lost Customers
14243.0,128,141,2588.77,2,5,5,255,Loyal Customers
14245.0,249,108,1693.45,1,4,4,144,Loyal Customers
14246.0,111,75,1474.06,2,4,4,244,Loyal Customers
14247.0,190,20,136.76999999999998,1,2,1,121,Lost Customers
14248.0,319,8,302.58,1,1,2,112,Lost Customers
14250.0,31,111,1904.05,4,4,4,444,Loyal Customers
14251.0,11,78,2879.7000000000003,5,4,5,545,Loyal Customers
14256.0,261,53,969.0600000000001,1,3,4,134,At Risk
14257.0,124,106,3099.7200000000003,2,4,5,245,Loyal Customers
14258.0,10,111,12669.98,5,4,5,545,Loyal Customers
14259.0,142,5,120.0,2,1,1,211,Lost Customers
14261.0,51,52,1163.45,3,3,4,334,Potential Loyalists
14262.0,18,143,2618.23,5,5,5,555,Champions
14264.0,125,17,333.97,2,2,2,222,Lost Customers
14265.0,110,31,530.18,2,3,3,233,At Risk
14267.0,163,55,1516.24,2,3,4,234,At Risk
14270.0,9,29,492.65000000000003,5,2,3,523,Lost Customers
14271.0,226,10,112.32,1,1,1,111,Lost Customers
14272.0,74,33,437.96,3,3,2,332,Potential Loyalists
14273.0,36,29,559.97,4,2,3,423,Lost Customers
14276.0,4,64,1119.74,5,4,4,544,Loyal Customers
14277.0,16,225,4216.2,5,5,5,555,Champions
14280.0,197,8,134.04,1,1,1,111,Lost Customers
14282.0,20,156,3729.34,4,5,5,455,Loyal Customers
14284.0,87,32,595.25,3,3,3,333,Potential Loyalists
14285.0,22,27,1910.01,4,2,4,424,Lost Customers
14286.0,24,280,4628.75,4,5,5,455,Loyal Customers
14287.0,199,9,176.63,1,1,1,111,Lost Customers
14288.0,66,16,426.6,3,2,2,322,Lost Customers
14289.0,6,47,911.26,5,3,3,533,Potential Loyalists
14290.0,12,101,2314.65,5,4,5,545,Loyal Customers
14291.0,32,237,3883.25,4,5,5,455,Loyal Customers
14292.0,1,100,4871.93,5,4,5,545,Loyal Customers
14293.0,148,61,1046.56,2,4,4,244,Loyal Customers
14295.0,41,5,166.20000000000002,4,1,1,411,Lost Customers
14297.0,18,62,1305.33,5,4,4,544,Loyal Customers
14298.0,53,1637,51527.3,3,5,5,355,Loyal Customers
14299.0,0,143,3965.62,5,5,5,555,Champions
14300.0,19,3,43.2,4,1,1,411,Lost Customers
14301.0,118,13,640.14,2,1,3,213,Lost Customers
14304.0,339,17,383.45,1,2,2,122,Lost Customers
14305.0,72,105,1858.96,3,4,4,344,Loyal Customers
14306.0,52,33,2093.32,3,3,5,335,Potential Loyalists
14307.0,1,180,2995.72,5,5,5,555,Champions
14309.0,29,117,2352.53,4,4,5,445,Loyal Customers
14311.0,36,20,310.26,4,2,2,422,Lost Customers
14312.0,37,87,1611.59,4,4,4,444,Loyal Customers
14314.0,107,8,120.0,2,1,1,211,Lost Customers
14315.0,45,101,2481.13,3,4,5,345,Loyal Customers
14317.0,183,24,508.58000000000004,2,2,3,223,Lost Customers
14320.0,39,31,477.79,4,3,2,432,Potential Loyalists
14321.0,11,123,1530.75,5,5,4,554,Loyal Customers
14323.0,115,36,605.0600000000001,2,3,3,233,At Risk
14326.0,36,8,183.85,4,1,1,411,Lost Customers
14327.0,164,12,311.65,2,1,2,212,Lost Customers
14329.0,18,259,5014.84,5,5,5,555,Champions
14331.0,136,28,462.65999999999997,2,2,2,222,Lost Customers
14332.0,23,26,866.31,4,2,3,423,Lost Customers
14333.0,275,15,415.2,1,2,2,122,Lost Customers
14334.0,17,162,2552.21,5,5,5,555,Champions
14335.0,17,63,468.26,5,4,2,542,Potential Loyalists
14336.0,17,90,1614.91,5,4,4,544,Loyal Customers
14338.0,197,31,588.22,1,3,3,133,At Risk
14339.0,36,14,309.52,4,2,2,422,Lost Customers
14340.0,219,6,134.7,1,1,1,111,Lost Customers
14341.0,46,129,2182.28,3,5,5,355,Loyal Customers
14342.0,22,21,668.5600000000001,4,2,3,423,Lost Customers
14344.0,98,71,889.9300000000001,2,4,3,243,At Risk
14345.0,333,6,108.97999999999999,1,1,1,111,Lost Customers
14346.0,32,60,1021.58,4,4,4,444,Loyal Customers
14348.0,261,18,409.57,1,2,2,122,Lost Customers
14349.0,11,31,133.5,5,3,1,531,Potential Loyalists
14350.0,68,18,282.93,3,2,2,322,Lost Customers
14351.0,165,1,51.0,2,1,1,211,Lost Customers
14352.0,37,47,1078.96,4,3,4,434,Potential Loyalists
14353.0,127,6,90.6,2,1,1,211,Lost Customers
14354.0,90,9,163.62,2,1,1,211,Lost Customers
14355.0,454,11,174.4,1,1,1,111,Lost Customers
14356.0,80,33,701.23,3,3,3,333,Potential Loyalists
14357.0,44,41,225.77,3,3,1,331,Potential Loyalists
14359.0,20,55,912.18,4,3,3,433,Potential Loyalists
14360.0,121,118,2128.23,2,4,5,245,Loyal Customers
14362.0,23,41,161.2,4,3,1,431,Potential Loyalists
14364.0,5,69,3717.35,5,4,5,545,Loyal Customers
14367.0,22,524,9261.52,4,5,5,455,Loyal Customers
14368.0,320,8,155.0,1,1,1,111,Lost Customers
14371.0,296,4,100.5,1,1,1,111,Lost Customers
14373.0,359,4,76.55,1,1,1,111,Lost Customers
14375.0,157,75,257.68,2,4,2,242,At Risk
14377.0,263,11,617.05,1,1,3,113,Lost Customers
14379.0,45,46,348.1,3,3,2,332,Potential Loyalists
14381.0,53,56,202.68,3,3,1,331,Potential Loyalists
14382.0,27,131,626.0699999999999,4,5,3,453,Potential Loyalists
14383.0,164,59,1247.69,2,4,4,244,Loyal Customers
14385.0,10,14,202.11,5,2,1,521,Lost Customers
14386.0,297,7,142.4,1,1,1,111,Lost Customers
14387.0,75,140,1770.56,3,5,4,354,Loyal Customers
14388.0,11,186,3212.84,5,5,5,555,Champions
14389.0,214,45,1043.46,1,3,4,134,At Risk
14390.0,5,286,4652.82,5,5,5,555,Champions
